song_name,artist_name,release_date,popularity,genres,artist_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Another Place,Bastille,2019-11-01,75,metropopolis,84,0.22,0.685,213511.0,0.742,0.0,8,0.185,-5.409,1,0.0471,115.008,0.618
Sims,Lauv,2019-10-03,74,pop,90,0.643,0.529,155075.0,0.39799999999999996,0.0,2,0.0637,-8.238,1,0.38799999999999996,99.714,0.5670000000000001
Invisible - from the Netflix Film Klaus,Zara Larsson,2019-11-08,71,dance pop,83,0.0571,0.519,173975.0,0.731,0.0,11,0.381,-3.9930000000000003,1,0.0402,82.96700000000001,0.29600000000000004
Make Us Never Happen,SHY Martin,2019-11-08,68,dance pop,73,0.308,0.61,171890.0,0.489,0.0,10,0.165,-8.541,0,0.127,105.016,0.331
Run Through Walls,The Script,2019-11-08,70,celtic rock,82,0.226,0.337,206693.0,0.66,0.0,2,0.7440000000000001,-3.6439999999999997,1,0.0324,158.864,0.49
Ghost,Au/Ra,2019-10-17,75,deep pop edm,74,0.552,0.667,177630.0,0.503,0.0,0,0.16899999999999998,-8.217,0,0.0526,144.015,0.584
Where Is The Love (feat. NIve),Hanin Dhiya,2019-11-08,57,indonesian pop,62,0.7829999999999999,0.514,260253.0,0.49200000000000005,1.24e-06,5,0.114,-5.742000000000001,1,0.034,141.624,0.3
Good Day,Surfaces,2019-10-04,71,bedroom soul,72,0.691,0.9359999999999999,181000.0,0.353,2.7300000000000003e-05,11,0.133,-12.17,1,0.0458,124.964,0.863
Everyday Life,Coldplay,2019-11-03,77,permanent wave,92,0.7709999999999999,0.512,258533.0,0.45299999999999996,0.0914,2,0.065,-8.991,1,0.0291,124.05,0.23600000000000002
Lucky,Chelsea Cutler,2019-11-01,75,electropop,80,0.332,0.78,148987.0,0.261,0.0,2,0.23800000000000002,-9.626,1,0.0488,92.10700000000001,0.639
Quite Miss Home,James Arthur,2019-10-18,78,pop,87,0.608,0.578,243187.0,0.43,2.67e-06,10,0.11699999999999999,-6.396,1,0.0282,136.82399999999998,0.156
I Wanna Be Yours,Pink Sweat$,2019-10-31,69,alternative r&b,74,0.0172,0.7509999999999999,192858.0,0.7809999999999999,0.0,8,0.315,-7.129,1,0.0738,140.013,0.505
Lie,Lukas Graham,2019-09-27,73,danish pop,78,0.0362,0.537,179842.0,0.612,0.0,5,0.0926,-4.777,1,0.051,92.178,0.308
Problems,A R I Z O N A,2019-10-11,75,electropop,74,0.0329,0.72,171898.0,0.6579999999999999,0.0302,2,0.12300000000000001,-7.414,1,0.0446,98.001,0.134
One I've Been Missing,Little Mix,2019-11-22,71,dance pop,84,0.10400000000000001,0.315,192945.0,0.6459999999999999,0.0,0,0.0818,-4.377,1,0.0362,97.925,0.34700000000000003
Cruel Summer,Taylor Swift,2019-08-23,82,pop,95,0.11699999999999999,0.552,178427.0,0.7020000000000001,2.0600000000000003e-05,9,0.105,-5.707000000000001,1,0.157,169.99400000000003,0.564
Million Ways,HRVY,2019-11-08,70,pop,75,0.0312,0.645,169887.0,0.8029999999999999,0.0,6,0.13,-4.819,1,0.034,106.03,0.47100000000000003
We Made It,Louis Tomlinson,2019-10-24,73,dance pop,74,0.0108,0.5329999999999999,201626.0,0.778,0.0,10,0.36700000000000005,-4.848,1,0.031,155.106,0.64
I Forgot That You Existed,Taylor Swift,2019-08-23,82,pop,95,0.298,0.664,170640.0,0.316,2.03e-06,5,0.0812,-10.345,1,0.519,92.875,0.541
October,Alessia Cara,2019-09-03,69,canadian contemporary r&b,84,0.332,0.7440000000000001,240933.0,0.53,3.88e-06,0,0.0837,-7.831,1,0.0301,106.96700000000001,0.654
Someone Else's Party,Sam Creighton,2019-08-23,43,none,32,0.579,0.508,250868.0,0.613,0.0038399999999999997,2,0.10300000000000001,-6.803999999999999,1,0.0534,161.965,0.10400000000000001
"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")",Bebe Rexha,2019-09-20,78,dance pop,87,0.706,0.39399999999999996,158258.0,0.718,0.0,7,0.11599999999999999,-6.336,1,0.0607,151.912,0.247
Technicolor,EMMA WAHLIN,2019-08-28,49,j-dance,40,0.0426,0.715,198960.0,0.71,3.72e-05,5,0.115,-7.421,1,0.152,99.96600000000001,0.742
Mother,Charlie Puth,2019-09-12,74,dance pop,84,0.375,0.40700000000000003,162864.0,0.6970000000000001,5.07e-06,11,0.125,-5.612,1,0.342,179.68099999999998,0.632
Grey Area,Grey,2019-11-08,59,pop edm,76,0.32899999999999996,0.659,168027.0,0.478,0.0,4,0.191,-4.209,0,0.0525,92.023,0.172
Wanted,OneRepublic,2019-09-06,78,dance pop,86,0.16399999999999998,0.6679999999999999,136248.0,0.534,0.0,1,0.1,-6.586,1,0.0677,145.816,0.711
If You Need Me,Julia Michaels,2019-09-13,71,dance pop,86,0.423,0.483,216080.0,0.7659999999999999,0.0,0,0.0985,-6.894,0,0.0846,147.701,0.552
Let It Be Me,Steve Aoki,2019-09-06,30,big room,82,0.0797,0.6609999999999999,224061.0,0.758,0.0,7,0.106,-5.2989999999999995,1,0.0864,114.098,0.387
For a Little,Carda,2019-08-30,46,none,39,0.20800000000000002,0.637,189098.0,0.5479999999999999,0.0,3,0.14,-7.763999999999999,1,0.0354,113.941,0.35
Somebody To Love,OneRepublic,2019-09-04,76,dance pop,86,0.0158,0.401,181408.0,0.503,0.0,2,0.134,-8.084,1,0.0437,118.491,0.23600000000000002
Losing Me,Gabrielle Aplin,2019-08-14,76,acoustic pop,71,0.209,0.66,180640.0,0.449,0.0,7,0.111,-6.5729999999999995,1,0.0442,133.984,0.237
Down In Flames,AJ Mitchell,2019-09-20,61,australian pop,75,0.355,0.5429999999999999,200721.0,0.5379999999999999,0.0,3,0.0879,-6.78,0,0.0432,169.97799999999998,0.35100000000000003
Free Time,Ruel,2019-09-13,71,australian alternative pop,79,0.10099999999999999,0.637,218827.0,0.478,0.0,11,0.10300000000000001,-5.7829999999999995,0,0.03,99.98899999999999,0.201
Unmiss You,Clara Mae,2019-11-08,56,indie electropop,66,0.39799999999999996,0.732,190076.0,0.662,0.0,7,0.0964,-5.933,1,0.0426,104.988,0.562
Try,Mindme,2019-10-04,40,none,39,0.131,0.7390000000000001,209373.0,0.606,0.0,5,0.40299999999999997,-6.5329999999999995,1,0.0346,103.066,0.386
Pick Up Your Phone,JC Stewart,2019-09-27,62,indie anthem-folk,60,0.1,0.669,146430.0,0.485,0.0,2,0.324,-5.867999999999999,1,0.0367,87.051,0.47700000000000004
Polaroids,Bravo,2019-09-06,43,none,46,0.0464,0.752,137360.0,0.6779999999999999,4.08e-06,10,0.145,-7.327000000000001,1,0.0692,104.965,0.34299999999999997
Kingdom,Joel Adams,2019-08-30,50,australian pop,67,0.0457,0.677,148016.0,0.7759999999999999,0.0,0,0.0645,-5.733,1,0.337,79.068,0.7340000000000001
I Don't Miss You at All,FINNEAS,2019-09-20,50,electropop,74,0.61,0.838,128916.0,0.316,0.000446,1,0.10300000000000001,-7.57,0,0.22399999999999998,148.14700000000002,0.531
Safe with You,Delaney Jane,2019-09-27,64,canadian electropop,65,0.0365,0.628,188000.0,0.606,0.0,10,0.275,-6.67,0,0.0833,144.875,0.431
Good Times!,In Paradise,2019-08-30,44,indiecoustica,38,0.018000000000000002,0.713,197155.0,0.635,0.0,8,0.336,-5.263,1,0.0364,116.055,0.8029999999999999
Better,Jordy Searcy,2019-09-20,48,indiecoustica,51,0.601,0.588,210520.0,0.37200000000000005,1.09e-06,2,0.151,-8.21,1,0.0711,129.94,0.594
My Blood,Westlife,2019-10-25,65,boy band,77,0.0563,0.5489999999999999,197893.0,0.711,0.0,11,0.0607,-5.025,1,0.187,187.93200000000002,0.32
The Last Time,The Script,2019-09-20,68,celtic rock,82,0.0567,0.508,196366.0,0.7440000000000001,0.0,5,0.193,-3.4210000000000003,1,0.0356,132.067,0.129
Drown,Boy In Space,2019-09-26,63,electropop,65,0.41200000000000003,0.42,203909.0,0.335,0.0,5,0.0909,-7.957000000000001,1,0.0384,119.073,0.205
Black & Blue,Nina Nesbitt,2019-09-13,67,australian pop,74,0.61,0.6729999999999999,191257.0,0.679,0.00086,9,0.11199999999999999,-7.529,0,0.0341,141.986,0.5870000000000001
Like You Say You Do,Gabrielle Aplin,2019-10-25,63,acoustic pop,71,0.00253,0.794,187147.0,0.7390000000000001,0.00025,5,0.10099999999999999,-7.519,0,0.0475,125.00399999999999,0.953
Keep On,Sasha Sloan,2019-10-18,69,australian pop,77,0.485,0.762,180240.0,0.5820000000000001,0.0,8,0.113,-8.818999999999999,1,0.10400000000000001,139.998,0.297
golden thing,Cody Simpson,2019-10-18,70,australian pop,69,0.897,0.37,219300.0,0.281,0.00168,4,0.0952,-11.761,1,0.0424,75.191,0.29600000000000004
COULD HAVE BEEN YOU,Jake Miller,2019-09-19,58,dance pop,61,0.0222,0.386,202281.0,0.652,0.0,10,0.0801,-6.712000000000001,1,0.0922,79.416,0.535
Say It Again,AJ Mitchell,2019-11-08,62,australian pop,75,0.442,0.51,206930.0,0.71,0.00025,1,0.0783,-7.516,1,0.0874,119.95100000000001,0.511
Better Now,Oh Wonder,2019-10-25,62,electropop,75,0.75,0.568,198343.0,0.364,0.0057799999999999995,2,0.145,-11.099,1,0.0521,114.181,0.511
All the Fucking Time,Loote,2019-11-01,62,dance pop,72,0.107,0.46,159813.0,0.7070000000000001,0.0,6,0.11599999999999999,-5.54,1,0.0415,159.892,0.171
Repair,Westlife,2019-11-15,58,boy band,77,0.187,0.67,187587.0,0.636,0.0,9,0.0911,-3.778,1,0.0274,110.09700000000001,0.26899999999999996
Adore You,Maisie Peters,2019-10-04,64,australian pop,72,0.39799999999999996,0.7040000000000001,198280.0,0.802,0.0,3,0.0831,-5.382000000000001,1,0.17,90.54299999999999,0.884
Boots,Greyson Chance,2019-11-08,59,australian pop,67,0.0473,0.44,175628.0,0.6659999999999999,5.84e-06,8,0.10400000000000001,-4.852,0,0.0808,76.536,0.6859999999999999
Something Real,Joseph Tilley,2019-09-13,39,hopebeat,37,0.0505,0.857,158609.0,0.445,0.00014,1,0.11800000000000001,-11.472000000000001,1,0.20600000000000002,114.995,0.469
Favorite Part Of Me,Astrid S,2019-09-26,70,dance pop,76,0.862,0.598,198391.0,0.502,0.0,1,0.096,-6.273,1,0.0447,121.62100000000001,0.40299999999999997
Lovely,Fly By Midnight,2019-11-15,55,electropop,51,0.14300000000000002,0.5479999999999999,176975.0,0.715,2.21e-06,0,0.218,-6.797999999999999,1,0.0511,159.924,0.39299999999999996
Lovers + Strangers,Starley,2019-10-11,63,aussietronica,66,0.109,0.653,178501.0,0.69,0.0,1,0.136,-5.003,1,0.0756,110.214,0.652
Workin' On It,Meghan Trainor,2019-10-31,69,dance pop,82,0.48200000000000004,0.631,181291.0,0.466,0.0,1,0.213,-7.916,0,0.0463,135.817,0.321
i don't miss u,Caro,2019-08-22,59,none,57,0.855,0.40700000000000003,178896.0,0.292,0.0,3,0.11699999999999999,-7.621,1,0.0773,78.41199999999999,0.0772
Get To Know You,Samantha Harvey,2019-11-08,58,channel pop,50,0.0783,0.7609999999999999,201667.0,0.695,0.0,5,0.14,-4.048,1,0.0886,118.00399999999999,0.69
Highway,Cheat Codes,2019-08-23,67,dance pop,80,0.0609,0.625,221320.0,0.573,0.0,1,0.27,-4.314,0,0.0491,95.895,0.37
Wave (feat. Mike Sabath),Meghan Trainor,2019-09-27,71,dance pop,82,0.0254,0.586,176947.0,0.542,2.14e-06,5,0.131,-6.882999999999999,1,0.185,125.07799999999999,0.43200000000000005
Let Me,Matthew Mole,2019-09-19,48,indiecoustica,54,0.26,0.584,229562.0,0.741,3.9399999999999995e-05,2,0.051,-7.695,1,0.0459,177.465,0.961
forgive,gnash,2019-10-04,61,pop,77,0.48200000000000004,0.6629999999999999,162747.0,0.387,1.7e-06,2,0.13699999999999998,-10.385,1,0.0629,78.033,0.28600000000000003
Rewrite The Stars,Zac Efron,2017-11-17,76,hollywood,76,0.0716,0.684,217440.0,0.619,0.0,10,0.122,-7.005,1,0.0386,125.046,0.284
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,2018-05-10,83,dance pop,93,0.0945,0.601,207905.0,0.7240000000000001,1.68e-06,6,0.12,-4.856,1,0.0486,102.061,0.508
In My Blood,Shawn Mendes,2018-05-25,83,canadian pop,93,0.0573,0.622,211360.0,0.7120000000000001,0.0,5,0.13,-7.321000000000001,1,0.066,140.025,0.48700000000000004
I Like Me Better,Lauv,2017-05-19,84,pop,90,0.535,0.752,197437.0,0.505,2.55e-06,9,0.10400000000000001,-7.621,1,0.253,91.97,0.419
IDGAF,Dua Lipa,2017-06-02,84,dance pop,91,0.0403,0.836,217947.0,0.544,0.0,7,0.0824,-5.975,1,0.0943,97.02799999999999,0.51
Symphony (feat. Zara Larsson),Clean Bandit,2017-03-16,78,dance pop,82,0.259,0.7070000000000001,212459.0,0.629,1.6e-05,0,0.138,-4.581,0,0.0563,122.863,0.457
Wolves,Selena Gomez,2017-10-25,84,dance pop,93,0.124,0.7240000000000001,197993.0,0.804,0.0,11,0.204,-4.614,0,0.0448,124.98700000000001,0.306
no tears left to cry,Ariana Grande,2018-08-17,84,dance pop,96,0.04,0.6990000000000001,205920.0,0.713,3.11e-06,9,0.294,-5.507000000000001,0,0.0594,121.993,0.354
I Miss You (feat. Julia Michaels),Clean Bandit,2017-10-26,25,dance pop,82,0.245,0.638,205748.0,0.6579999999999999,3.77e-06,3,0.0919,-6.318,1,0.0456,105.07600000000001,0.33
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,2019-04-26,57,pop,95,0.0291,0.614,193040.0,0.8390000000000001,0.0,0,0.11199999999999999,-4.143,1,0.0702,182.123,0.657
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2017-09-08,25,dance pop,81,0.0393,0.659,174800.0,0.7170000000000001,0.0,8,0.0769,-4.202,1,0.0581,103.036,0.71
I'm a Mess,Bebe Rexha,2018-06-22,82,dance pop,87,0.00281,0.63,195519.0,0.6940000000000001,0.0,11,0.0719,-6.257000000000001,0,0.0253,97.005,0.21600000000000003
"thank u, next",Ariana Grande,2018-11-03,29,dance pop,96,0.28,0.7240000000000001,207333.0,0.647,0.0,1,0.102,-5.642,1,0.0658,106.96,0.435
The Middle,Zedd,2018-01-23,25,complextro,86,0.20800000000000002,0.748,184732.0,0.652,0.0,7,0.128,-3.02,1,0.057999999999999996,106.914,0.431
comethru,Jeremy Zucker,2018-09-28,87,pop,83,0.607,0.795,181613.0,0.17800000000000002,0.0,0,0.623,-11.991,1,0.0574,93.98200000000001,0.608
There's Nothing Holdin' Me Back,Shawn Mendes,2017-04-20,27,canadian pop,93,0.381,0.857,199440.0,0.8,0.0,2,0.0913,-4.035,1,0.0583,121.99600000000001,0.966
Beautiful (feat. Camila Cabello),Bazzi,2018-08-02,83,pop,86,0.34600000000000003,0.638,180000.0,0.7170000000000001,0.0,2,0.105,-4.7219999999999995,1,0.0337,100.027,0.249
There's No Way (feat. Julia Michaels),Lauv,2018-09-27,81,pop,90,0.49,0.755,174861.0,0.625,0.0,2,0.157,-7.114,1,0.0896,147.02,0.374
Find U Again (feat. Camila Cabello),Mark Ronson,2019-06-21,75,dance pop,82,0.00548,0.605,176417.0,0.664,3e-06,8,0.204,-7.162000000000001,1,0.0316,103.99700000000001,0.16399999999999998
Attention,Charlie Puth,2017-04-20,25,dance pop,84,0.0969,0.774,211475.0,0.626,3.12e-05,3,0.0848,-4.4319999999999995,0,0.0432,100.041,0.777
Too Good At Goodbyes,Sam Smith,2017-11-03,78,pop,92,0.64,0.6809999999999999,201000.0,0.37200000000000005,0.0,5,0.16899999999999998,-8.237,1,0.0432,91.87299999999999,0.47600000000000003
Dusk Till Dawn - Radio Edit,ZAYN,2017-09-07,83,dance pop,87,0.10099999999999999,0.258,239000.0,0.43700000000000006,1.27e-06,11,0.106,-6.593,0,0.039,180.043,0.0967
There for You,Martin Garrix,2017-05-26,75,big room,87,0.124,0.611,221904.0,0.644,0.0,6,0.124,-7.607,0,0.0553,105.969,0.13
Scars To Your Beautiful,Alessia Cara,2015-11-13,74,canadian contemporary r&b,84,0.0285,0.573,230227.0,0.7390000000000001,0.0,0,0.111,-5.74,1,0.129,97.085,0.451
Treat You Better,Shawn Mendes,2016-09-23,15,canadian pop,93,0.132,0.455,187973.0,0.797,0.0,10,0.11,-4.133,0,0.36,165.717,0.757
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2017-03-03,72,dance pop,71,0.15,0.703,193613.0,0.868,0.132,7,0.10400000000000001,-4.6610000000000005,0,0.0291,121.03,0.733
Delicate,Taylor Swift,2017-11-10,76,pop,95,0.21600000000000003,0.75,232253.0,0.40399999999999997,0.000357,9,0.0911,-10.177999999999999,0,0.0682,95.045,0.0499
FRIENDS,Marshmello,2018-02-09,84,brostep,90,0.205,0.626,202621.0,0.88,0.0,9,0.128,-2.384,0,0.0504,95.079,0.534
Sucker,Jonas Brothers,2019-03-01,86,boy band,87,0.0427,0.8420000000000001,181040.0,0.7340000000000001,0.0,1,0.106,-5.065,0,0.0588,137.958,0.9520000000000001
New Rules,Dua Lipa,2017-06-02,83,dance pop,91,0.0026100000000000003,0.762,209320.0,0.7,1.56e-05,9,0.153,-6.021,0,0.0694,116.073,0.608
Youngblood,5 Seconds of Summer,2018-06-15,85,boy band,87,0.0169,0.596,203418.0,0.8540000000000001,0.0,7,0.124,-5.114,0,0.46299999999999997,120.274,0.152
lovely (with Khalid),Billie Eilish,2018-04-19,90,electropop,97,0.934,0.35100000000000003,200186.0,0.29600000000000004,0.0,4,0.095,-10.109,0,0.0333,115.28399999999999,0.12
"How Far I'll Go - From ""Moana""",Alessia Cara,2016-10-28,19,canadian contemporary r&b,84,0.157,0.314,175517.0,0.555,0.00010800000000000001,9,0.067,-9.601,1,0.37,179.666,0.159
Girls Like You (feat. Cardi B),Maroon 5,2018-06-15,74,pop,93,0.568,0.851,235545.0,0.541,0.0,0,0.13,-6.825,1,0.0505,124.959,0.44799999999999995
Without Me,Halsey,2018-10-04,89,dance pop,91,0.297,0.752,201661.0,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,0.5329999999999999
Who Do You Love,The Chainsmokers,2019-04-26,35,electropop,90,0.007909999999999999,0.51,226747.0,0.835,0.0,3,0.21899999999999997,-4.673,1,0.0447,140.024,0.435
Never Really Over,Katy Perry,2019-05-31,87,dance pop,88,0.19399999999999998,0.77,223523.0,0.882,0.0,8,0.316,-4.792,1,0.0602,99.991,0.385
idontwannabeyouanymore,Billie Eilish,2017-12-22,85,electropop,97,0.737,0.483,203569.0,0.41200000000000003,0.0,7,0.11599999999999999,-8.461,1,0.0402,170.16299999999998,0.247
This Feeling,The Chainsmokers,2018-12-14,83,electropop,90,0.0558,0.575,197947.0,0.5710000000000001,0.0,1,0.0912,-7.906000000000001,1,0.0439,105.04899999999999,0.449
Sorry Not Sorry,Demi Lovato,2017-09-29,15,dance pop,85,0.0214,0.7040000000000001,203760.0,0.633,0.0,11,0.29,-6.922999999999999,0,0.24100000000000002,144.02100000000002,0.863
Starving,Hailee Steinfeld,2016-07-22,79,dance pop,81,0.37799999999999995,0.7290000000000001,181880.0,0.615,0.0,4,0.105,-4.238,1,0.0647,99.98899999999999,0.508
Happier,Marshmello,2018-08-17,90,brostep,90,0.191,0.687,214290.0,0.792,0.0,5,0.16699999999999998,-2.7489999999999997,1,0.0452,100.015,0.6709999999999999
Say You Won't Let Go,James Arthur,2016-10-28,86,pop,87,0.695,0.358,211467.0,0.557,0.0,10,0.0902,-7.398,1,0.059000000000000004,85.04299999999999,0.494
All Night,The Vamps,2017-07-14,16,australian pop,78,0.0038,0.544,197640.0,0.809,0.0,8,0.32299999999999995,-5.098,1,0.0363,145.017,0.44799999999999995
"Sit Still, Look Pretty",Daya,2016-10-07,71,australian pop,78,0.141,0.657,202221.0,0.7390000000000001,0.0,2,0.17800000000000002,-4.081,1,0.27399999999999997,181.99400000000003,0.5429999999999999
Darkside,Alan Walker,2018-12-14,78,electro house,87,0.131,0.43,211680.0,0.606,0.0,4,0.17300000000000001,-5.115,0,0.0431,169.988,0.12300000000000001
Dancing With A Stranger (with Normani),Sam Smith,2019-01-11,88,pop,92,0.45,0.741,171030.0,0.52,1.97e-06,8,0.222,-7.513,1,0.0656,102.99799999999999,0.34700000000000003
boyfriend (with Social House),Ariana Grande,2019-08-02,88,dance pop,96,0.11900000000000001,0.4,186107.0,0.795,0.0,10,0.159,-3.7310000000000003,0,0.461,190.097,0.7020000000000001
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,2018-10-24,84,dance pop,86,0.0969,0.574,182623.0,0.758,0.0,1,0.395,-5.029,0,0.0621,144.111,0.49200000000000005
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2016-12-09,24,dance pop,87,0.0631,0.735,245200.0,0.451,1.3000000000000001e-05,0,0.325,-8.374,1,0.0585,117.973,0.0862
Mama,Jonas Blue,2017-05-05,71,dance pop,85,0.102,0.737,184134.0,0.792,0.0,11,0.0532,-4.117,0,0.0416,104.012,0.5429999999999999
Havana,Camila Cabello,2017-08-03,28,dance pop,94,0.18600000000000003,0.768,216897.0,0.517,3.8e-05,7,0.10400000000000001,-4.323,0,0.0312,104.992,0.418
Perfect,Ed Sheeran,2017-03-03,88,pop,97,0.163,0.599,263400.0,0.44799999999999995,0.0,8,0.106,-6.312,1,0.0232,95.05,0.168
Issues,Julia Michaels,2017-01-13,59,dance pop,86,0.386,0.723,176347.0,0.42,0.0,8,0.0612,-6.824,1,0.0638,113.962,0.465
wish you were gay,Billie Eilish,2019-03-29,86,electropop,97,0.39,0.853,221543.0,0.35100000000000003,9.38e-06,7,0.752,-10.198,1,0.24100000000000002,118.02799999999999,0.282
Best Part (feat. Daniel Caesar),H.E.R.,2017-10-20,79,alternative r&b,82,0.795,0.473,209400.0,0.371,0.0,4,0.109,-10.219,0,0.0405,75.208,0.413
Ocean (feat. Khalid),Martin Garrix,2018-06-15,78,big room,87,0.584,0.506,216420.0,0.693,9.58e-05,0,0.0891,-7.265,0,0.0412,139.912,0.221
You Need To Calm Down,Taylor Swift,2019-08-23,88,pop,95,0.009290000000000001,0.7709999999999999,171360.0,0.6709999999999999,0.0,2,0.0637,-5.617000000000001,1,0.0553,85.02600000000001,0.7140000000000001
Solo (feat. Demi Lovato),Clean Bandit,2018-05-17,81,dance pop,82,0.0441,0.737,222653.0,0.636,6.659999999999999e-05,11,0.35,-4.546,0,0.0437,105.005,0.565
Attention - Acoustic,Charlie Puth,2017-06-09,51,dance pop,84,0.593,0.527,206702.0,0.506,0.0,6,0.11599999999999999,-4.35,1,0.0748,199.949,0.96
Blurry,Khole,2019-01-18,53,none,41,0.83,0.465,223706.0,0.23399999999999999,0.0,2,0.114,-9.462,1,0.0334,139.06,0.278
I'm So Tired - Acoustic,Landon Austin,2019-03-05,45,channel pop,66,0.657,0.418,170538.0,0.384,1.41e-06,9,0.0757,-9.169,1,0.0522,90.819,0.306
Back to You - Acoustic Version,Cailee Rae,2019-03-08,52,la pop,46,0.62,0.465,146494.0,0.469,0.0,7,0.11800000000000001,-4.256,1,0.0319,69.22,0.518
Love Again - Acoustic,New Hope Club,2019-05-31,55,boy band,63,0.46399999999999997,0.418,198520.0,0.48,0.0,0,0.10099999999999999,-8.231,1,0.12,177.488,0.253
"Swan Song (From the Motion Picture ""Alita: Battle Angel"") - Acoustic",Dua Lipa,2019-03-22,54,dance pop,91,0.585,0.685,189614.0,0.391,0.0,0,0.102,-6.723,0,0.0339,90.073,0.141
Just Another Love Song,Tiffany Alvord,2019-04-09,55,channel pop,53,0.237,0.8270000000000001,168088.0,0.353,0.0,2,0.135,-9.478,1,0.0451,111.927,0.568
Told You So - Acoustic,HRVY,2019-04-19,11,pop,75,0.591,0.636,136493.0,0.401,0.0,11,0.08,-8.636000000000001,1,0.0367,95.87799999999999,0.8340000000000001
ME! - Acoustic,Tyler Ward,2019-05-07,61,channel pop,66,0.799,0.35,127711.0,0.353,0.0,9,0.155,-11.372,1,0.0354,83.079,0.326
What A Time,Landon Austin,2019-02-23,58,channel pop,66,0.782,0.617,167500.0,0.42100000000000004,0.0164,3,0.0931,-10.535,1,0.027999999999999997,131.947,0.5660000000000001
Better Man - Acoustic,Westlife,2019-04-26,56,boy band,77,0.831,0.69,193507.0,0.516,0.0,11,0.168,-4.216,1,0.0425,148.10399999999998,0.713
Memories (Acoustic),Ben Woodward,2019-10-11,57,acoustic chill,56,0.809,0.802,183338.0,0.183,0.0,8,0.109,-17.1,1,0.40299999999999997,91.07799999999999,0.664
Let Me Down Slowly - Recorded at Spotify Studios NYC,Alec Benjamin,2019-01-30,61,pop,82,0.8190000000000001,0.723,169121.0,0.311,0.0,1,0.115,-11.085999999999999,0,0.0493,74.976,0.494
I Don't Care - Acoustic,Ed Sheeran,2019-05-31,76,pop,97,0.7909999999999999,0.706,238220.0,0.349,0.0,6,0.10800000000000001,-8.125,1,0.0302,94.05799999999999,0.624
Hello My Love - Acoustic,Westlife,2019-01-25,56,boy band,77,0.8390000000000001,0.32799999999999996,253840.0,0.256,0.0,5,0.11,-8.481,1,0.0363,206.053,0.35100000000000003
High Hopes,The Mayries,2019-02-08,66,acoustic pop,71,0.8640000000000001,0.623,216116.0,0.23600000000000002,0.0,0,0.14800000000000002,-12.302999999999999,1,0.0368,109.708,0.349
A Thousand Ways (Acoustic),Phoebe Ryan,2019-06-26,54,dance pop,65,0.153,0.6459999999999999,231762.0,0.29600000000000004,0.0,7,0.204,-5.029,1,0.0464,121.889,0.47
How Do You Sleep? - Acoustic,Sam Smith,2019-08-16,68,pop,92,0.616,0.584,205590.0,0.285,0.0,1,0.10099999999999999,-7.912000000000001,0,0.0315,81.85600000000001,0.517
7 Rings - Acoustic Version,The Mistrals,2019-02-15,55,acoustic chill,46,0.8320000000000001,0.5539999999999999,191311.0,0.293,0.0,8,0.10800000000000001,-9.789,0,0.0411,100.116,0.5920000000000001
Saturday Nights,Amanda Yang,2019-03-01,59,viral pop,60,0.861,0.5529999999999999,178852.0,0.22899999999999998,0.0,4,0.10300000000000001,-10.335999999999999,1,0.0281,126.145,0.231
Sixteen - Acoustic,Ellie Goulding,2019-06-14,59,dance pop,86,0.8,0.821,189532.0,0.17,0.0,5,0.11,-6.535,0,0.0386,105.855,0.396
I'm so Tired (Acoustic),Ben Woodward,2019-02-15,52,acoustic chill,56,0.9329999999999999,0.5589999999999999,150619.0,0.235,8.11e-06,8,0.14300000000000002,-17.28,1,0.248,97.165,0.444
Beautiful People,Sara Farell,2019-09-06,53,viral pop,66,0.845,0.674,212625.0,0.265,0.0,3,0.111,-11.687000000000001,1,0.031,139.91299999999998,0.48100000000000004
Last Hurrah - Acoustic,Bebe Rexha,2019-03-28,61,dance pop,87,0.6970000000000001,0.627,146786.0,0.37799999999999995,0.0,11,0.134,-8.863,0,0.126,173.671,0.643
Only Want You - Live from Spotify Studios NYC,Rita Ora,2019-04-03,59,dance pop,84,0.775,0.473,142177.0,0.359,0.0,10,0.0997,-6.126,0,0.0537,82.37,0.733
Never Let You Go - Acoustic,Landon Austin,2019-07-05,43,channel pop,66,0.638,0.733,184286.0,0.29100000000000004,0.000131,3,0.0918,-9.201,1,0.0291,111.99,0.6459999999999999
Cool Again - Stripped,Shoffy,2019-01-30,61,alternative r&b,65,0.8059999999999999,0.7040000000000001,183316.0,0.341,0.0,6,0.204,-10.842,0,0.0317,95.051,0.49200000000000005
